id,sim_head_fine,sim_head_cmp,sim_fine_cmp,dist_head_fine,dist_head_cmp,dist_fine_cmp,relevance_gap_fine_minus_cmp,novelty_gap_fine_minus_cmp,relevance_mean,disagreement,diverse_but_relevant_score,delta_norm_fine,delta_norm_cmp,delta_alignment_fine_vs_cmp,odd_one_out,triangle_area,triangle_thinness
zh_0001,0.6896202340748386,0.7339314825311145,0.4808474881621937,0.3103797435760498,0.26606839895248413,0.5191525220870972,-0.044311248456275876,0.044311344623565674,0.7117758583029765,0.5191525220870972,0.36952023199869855,0.7878829429872963,0.7294772340092401,0.0996894341582277,fine,0.03239918515467206,0.02699165496544014
zh_0002,0.40657143082603747,0.5346133162326736,0.4445049334193799,0.5934284925460815,0.46538662910461426,0.555495023727417,-0.12804188540663614,0.12804186344146729,0.47059237352935557,0.555495023727417,0.26141172169963084,1.089429730798607,0.9647659651618382,0.478876087809399,fine,0.12180942055396571,0.0467419605932715
zh_0003,0.44176341268588626,0.5231907362037993,0.3336568386180268,0.5582365393638611,0.4768092632293701,0.6663431525230408,-0.08142732351791304,0.08142727613449097,0.4824770744448428,0.6663431525230408,0.32149529480567035,1.0566329422406948,0.9765339357095597,0.3573261658152115,fine,0.13095159450525662,0.04523801836340774
zh_0004,0.4876536644145937,0.5262356900898401,0.5187315678282071,0.5123463273048401,0.4737643003463745,0.48126840591430664,-0.03858202567524638,0.038582026958465576,0.5069446772522168,0.48126840591430664,0.24397645670791707,1.0122710462967972,0.9734108175998046,0.5123452082501381,fine,0.10322295383205532,0.04793929730425339
zh_0005,0.449121637106822,0.674652235349388,0.4394261061711647,0.5508783459663391,0.32534778118133545,0.5605738759040833,-0.225530598242566,0.22553056478500366,0.561886936228105,0.5605738759040833,0.3149791376612593,1.0496460002240544,0.8066570084622235,0.37280102721636893,fine,0.0864038740430348,0.04185434739247858
zh_0006,0.5768240461145899,0.4791220851613437,0.4239623471440317,0.42317599058151245,0.5208778977394104,0.5760376453399658,0.09770196095324624,-0.09770190715789795,0.5279730656379669,0.5760376453399658,0.30413236153301765,0.9199738625476377,1.02066440600097,0.3919299904307289,cmp,0.10615019815283284,0.04593897796093025
zh_0007,0.5447154278563213,0.4147342499420502,0.42159653398387464,0.4552844762802124,0.5852656960487366,0.5784034729003906,0.1299811779142711,-0.12998121976852417,0.47972483889918577,0.5784034729003906,0.27747451285586944,0.9542374674510311,1.0819110407588506,0.44764319363958704,cmp,0.1218779963210512,0.04650037741921852
zh_0008,0.5354488445440229,0.5114921678173061,0.5721555668772559,0.4645511507987976,0.48850786685943604,0.4278445243835449,0.023956676726716752,-0.023956716060638428,0.5234705061806645,0.4278445243835449,0.2239639897456799,0.9638995336195336,0.9884410272572602,0.5512571291550672,head,0.09094820097980755,0.04769440394931254
zh_0009,0.4426580407246992,0.5242667602743553,0.4718409144997251,0.557341992855072,0.47573322057724,0.5281590223312378,-0.08160871954965604,0.08160877227783203,0.48346240049952727,0.5281590223312378,0.25534502878174364,1.0557859245844308,0.9754314324704165,0.49028275358575485,fine,0.11582467771132214,0.04751874564350789
zh_0010,0.4211348310913775,0.47446762624506666,0.4374924193683336,0.578865110874176,0.5255323648452759,0.5625075101852417,-0.05333279515368916,0.053332746028900146,0.4478012286682221,0.5625075101852417,0.2518915541960537,1.0759787813043733,1.0252144885387968,0.49123880266601466,fine,0.1330510967004234,0.04788469961892242
zh_0011,0.40346856767920536,0.34611293601392046,0.41795095250860637,0.5965313911437988,0.6538870334625244,0.5820490121841431,0.0573556316652849,-0.057355642318725586,0.3747907518465629,0.5820490121841431,0.21814658688804422,1.0922741710035946,1.1435795241137192,0.5350797991378551,head,0.1602533473295868,0.047723751747811564
zh_0012,0.5013075092740952,0.591891230434066,0.533009198705723,0.49869245290756226,0.40810883045196533,0.4669908285140991,-0.09058372115997082,0.09058362245559692,0.5465993698540805,0.4669908285140991,0.2552568925934416,0.9986916348161777,0.90344758516024,0.48745123987897293,fine,0.08902534995911693,0.047170627411341634
