id,sim_head_fine,sim_head_cmp,sim_fine_cmp,dist_head_fine,dist_head_cmp,dist_fine_cmp,relevance_gap_fine_minus_cmp,novelty_gap_fine_minus_cmp,relevance_mean,disagreement,diverse_but_relevant_score,delta_norm_fine,delta_norm_cmp,delta_alignment_fine_vs_cmp,odd_one_out,triangle_area,triangle_thinness
es_0001,0.5522648862527914,0.3707310018623886,0.5138465331866141,0.447735071182251,0.629269003868103,0.48615342378616333,0.18153388439040274,-0.18153393268585205,0.46149794405759,0.48615342378616333,0.22435880557387264,0.9462928867398385,1.1218457987955484,0.556568948012541,cmp,0.10835417691039559,0.04434454270921696
es_0002,0.6531686337766142,0.474965885453118,0.5718160657844338,0.34683138132095337,0.5250341296195984,0.42818397283554077,0.17820274832349614,-0.17820274829864502,0.5640672596148661,0.42818397283554077,0.24152456016834978,0.8328641740684809,1.024728368443933,0.5198624217343545,cmp,0.0739237800058255,0.043738551829639906
es_0003,0.35152533170418887,0.5466643104712652,0.4680921727494899,0.6484746932983398,0.45333564281463623,0.5319077968597412,-0.1951389787670763,0.1951390504837036,0.449094821087727,0.5319077968597412,0.23887703686589254,1.138836834929228,0.9521929316359524,0.5255501041106215,fine,0.11936471276083922,0.04472204955477677
es_0004,0.5052311454198518,0.4568149413658461,0.4515850248270439,0.49476879835128784,0.5431850552558899,0.548414945602417,0.04841620405400571,-0.04841625690460205,0.48102304339284896,0.548414945602417,0.26380022617579835,0.9947551000926287,1.0422908026401785,0.47215235637115033,cmp,0.12034994289692402,0.04782308291140835
es_0005,0.6314301650409804,0.4336307317543661,0.4910976351399371,0.36856985092163086,0.5663692951202393,0.5089023113250732,0.19779943328661426,-0.1977994441986084,0.5325304483976733,0.5089023113250732,0.2710059760405536,0.8585683839497233,1.064301901008951,0.4662376288167485,cmp,0.09193765644076127,0.044101606890180015
es_0006,0.47848650183720554,0.5011036349622655,0.35245753795412804,0.5215134620666504,0.49889636039733887,0.647542417049408,-0.022617133125059974,0.022617101669311523,0.4897950683997355,0.647542417049408,0.31716308245044483,1.021286931437776,0.9988957553596215,0.3654992359681367,fine,0.1275886900992766,0.04586115172802135
es_0007,0.5703494516763477,0.6480501383883067,0.5661343854917833,0.42965054512023926,0.3519498109817505,0.43386566638946533,-0.07770068671195907,0.07770073413848877,0.6091997950323271,0.43386566638946533,0.2643108750360263,0.9269849495257754,0.8389873200611481,0.44711585395954073,fine,0.06937644049339264,0.04695981396745731
es_0008,0.6114772022354296,0.6289565683424603,0.66580645206677,0.388522744178772,0.3710433840751648,0.33419346809387207,-0.017479366107030714,0.017479360103607178,0.6202168852889449,0.33419346809387207,0.20727243186509173,0.8815018976321836,0.8614446374057245,0.5601688716640023,head,0.056910034020734,0.0475713079579721
es_0009,0.49501790580107463,0.5499939269920093,0.6153943997228752,0.5049821138381958,0.45000600814819336,0.3846055865287781,-0.0549760211909347,0.05497610569000244,0.522505916396542,0.3846055865287781,0.2009586944404487,1.0049697450161628,0.9486896995414154,0.5982587658923835,head,0.08318451511801425,0.046354968585338496
es_0010,0.391110753080451,0.5680108526558989,0.4690794843999625,0.6088892221450806,0.4319891333580017,0.5309205055236816,-0.1769000995754479,0.17690008878707886,0.47956080286817493,0.5309205055236816,0.2546086638881141,1.1035300149244234,0.9295043274176851,0.49716293110029364,fine,0.11204213760928439,0.04535106043110415
es_0011,0.7998620705368387,0.4991330261473011,0.4733565126022403,0.2001379132270813,0.5008669495582581,0.5266435146331787,0.30072904438953757,-0.30072903633117676,0.6494975483420699,0.5266435146331787,0.34205367160450056,0.6326735800761107,1.0008665983563438,0.2753559669924482,cmp,0.05000629764335964,0.03318002532865156
es_0012,0.4048938577500877,0.31434187424843185,0.4059138503880445,0.5951061248779297,0.6856580972671509,0.5940861701965332,0.09055198350165583,-0.09055197238922119,0.35961786599925977,0.5940861701965332,0.2136440007457503,1.0909685075655593,1.1710321308585587,0.5374922204998577,head,0.16655011310273468,0.04738181535328216
es_0013,0.4802788124570493,0.40270626984392444,0.37758566519675735,0.5197211503982544,0.5972936749458313,0.6224142909049988,0.07757254261312485,-0.0775725245475769,0.44149254115048686,0.6224142909049988,0.27479126694002626,1.019530467953706,1.0929718479046713,0.4438594177852214,cmp,0.14320256373173354,0.0473300891242988
es_0014,0.5667048676548438,0.4087688817328907,0.433824694101946,0.4332950711250305,0.591231107711792,0.5661752820014954,0.15793598592195313,-0.15793603658676147,0.4877368746938673,0.5661752820014954,0.27614456257232833,0.9309083009031088,1.0874107947478815,0.4527907936122117,cmp,0.11606290475664179,0.04586866241969811
es_0015,0.6000892174109804,0.45132110338437037,0.5072680183030633,0.3999108076095581,0.5486789345741272,0.4927319884300232,0.14876811402661005,-0.1487681269645691,0.5257051603976755,0.4927319884300232,0.2590317490106709,0.8943274373393891,1.047548468201476,0.4865848822295498,cmp,0.09518969304026982,0.04582136868011198
es_0016,0.4315710169644305,0.5205716545512507,0.3918149754500203,0.5684289336204529,0.4794282913208008,0.6081850528717041,-0.08900063758682014,0.0890006422996521,0.47607133575784055,0.6081850528717041,0.28953947050858503,1.066235417753105,0.9792122808142772,0.42111348913315744,fine,0.12834390933181963,0.04679855288416497
es_0017,0.3951245987568043,0.3847479268696865,0.38657872935111093,0.604875385761261,0.6152520179748535,0.6134212017059326,0.010376671887117772,-0.01037663221359253,0.3899362628132454,0.6134212017059326,0.23919517092362136,1.0998867225702795,1.1092809140432494,0.49726619434923974,cmp,0.16172310693072084,0.048104668024242764
es_0018,0.645768758641821,0.6369924529017699,0.5190855045416294,0.35423123836517334,0.3630075454711914,0.48091447353363037,0.008776305740051171,-0.008776307106018066,0.6413806057717955,0.48091447353363037,0.30844921635942396,0.8417021341997161,0.8520651936304282,0.3295164604628004,cmp,0.06396551679242621,0.04455753607922415
es_0019,0.5858197401512635,0.4221478728982303,0.4563153537053169,0.41418027877807617,0.5778521299362183,0.5436845421791077,0.16367186725303318,-0.1636718511581421,0.5039838065247468,0.5436845421791077,0.274008205116091,0.9101431314345414,1.0750368617882544,0.45822832755357257,cmp,0.10755270642896221,0.04560358527181352
es_0020,0.6865224991142711,0.5774965243850989,0.5374905773859717,0.3134775161743164,0.4225034713745117,0.4625093936920166,0.10902597472917219,-0.10902595520019531,0.632009511749685,0.4625093936920166,0.29231033608693424,0.7918049013307868,0.9192425965052978,0.375719583135927,cmp,0.06433087812042972,0.0447868351145909
es_0021,0.380712401313845,0.37450445832344087,0.48383538082824407,0.6192876100540161,0.6254954934120178,0.5161646008491516,0.006207942990404114,-0.006207883358001709,0.37760842981864295,0.5161646008491516,0.19490810445461473,1.1129129334194614,1.1184771268797222,0.5853449960705767,head,0.14615717513996312,0.04713323222937226
es_0022,0.2955789553168013,0.42129349561439366,0.38619673673639177,0.7044210433959961,0.5787065029144287,0.6138032674789429,-0.12571454029759238,0.12571454048156738,0.3584362254655975,0.6138032674789429,0.22000932637360282,1.186946540231024,1.0758313105553368,0.5241568245616477,fine,0.16924184474955986,0.0470332260027994
es_0023,0.41785582399285437,0.3696403954667733,0.42463848225664313,0.5821442008018494,0.6303595900535583,0.5753615498542786,0.04821542852608107,-0.048215389251708984,0.39374810972981383,0.5753615498542786,0.22654752266633824,1.079021942322903,1.1228175315101083,0.5258924697898799,head,0.15298052869538392,0.04785932255409014
es_0024,0.38731975193922114,0.5432819443635643,0.3818011276820328,0.612680196762085,0.4567180275917053,0.6181988716125488,-0.15596219242434312,0.15596216917037964,0.4653008481513927,0.6181988716125488,0.2876484592875529,1.1069600246267057,0.9557385161606032,0.42647886889364134,fine,0.1304987934789001,0.045821463670095285
es_0025,0.5375264652549823,0.4771149575595579,0.4292410493620118,0.4624735116958618,0.5228850245475769,0.5707589387893677,0.06041150769542436,-0.06041151285171509,0.5073207114072701,0.5707589387893677,0.28955783086868053,0.9617416854280756,1.0226290064734547,0.4215531695798397,cmp,0.1139677384975487,0.047064903314945256
es_0026,0.7256669036133222,0.3820205682553393,0.46398108423391576,0.274333119392395,0.6179794669151306,0.536018967628479,0.3436463353579829,-0.3436463475227356,0.5538437359343308,0.536018967628479,0.2968707475630199,0.7407200502034186,1.111736867918538,0.43266516227725693,cmp,0.07336499801697575,0.03596092457355727
es_0027,0.5849506680984048,0.45942874186773497,0.39715530008584565,0.41504931449890137,0.5405711531639099,0.6028446555137634,0.12552192623066982,-0.12552183866500854,0.5221897049830699,0.6028446555137634,0.31479927281335257,0.9110975051020556,1.0397800326340805,0.37238533168890386,cmp,0.1092997150828463,0.04500127872135717
es_0028,0.4437255084423302,0.6225980799713311,0.4520905861518691,0.5562744736671448,0.37740182876586914,0.5479093790054321,-0.17887257152900088,0.17887264490127563,0.5331617942068306,0.5479093790054321,0.2921243475732866,1.0547743754544574,0.868794475153553,0.42096738546070656,fine,0.09788198681399198,0.04459120737898068
es_0029,0.44106248517182556,0.6086940983132317,0.4302314933142631,0.5589375495910645,0.3913058042526245,0.569768488407135,-0.16763161314140618,0.16763174533843994,0.5248782917425286,0.569768488407135,0.2990591108838598,1.0572960936541613,0.8846534933936209,0.40677682134939347,fine,0.10352970917972776,0.044809598341445184
es_0030,0.5708445089088912,0.25114956690561663,0.40660343467067017,0.42915546894073486,0.7488504648208618,0.5933965444564819,0.31969494200327453,-0.31969499588012695,0.4109970379072539,0.5933965444564819,0.24388422207601418,0.9264507446066506,1.2238058939998475,0.5156213461930546,cmp,0.12718248683234712,0.040531513087438395
es_0031,0.42976859539928036,0.46302191262718706,0.5240658805906064,0.5702313780784607,0.5369780659675598,0.47593414783477783,-0.0332533172279067,0.03325331211090088,0.4463952540132337,0.47593414783477783,0.21245474481627757,1.0679245334767054,1.0363185681756488,0.5704072062119432,head,0.11865711091788425,0.0473427144540834
es_0032,0.49862407789685753,0.5080080208013986,0.6112262810171871,0.5013759136199951,0.49199193716049194,0.3887737989425659,-0.009383942904541087,0.009383976459503174,0.5033160493491281,0.3887737989425659,0.19567609257422452,1.0013749768225118,0.9919596556298061,0.6086578394166149,head,0.08882161381318766,0.04649578143403272
es_0033,0.6528138170246726,0.6095834118903255,0.5155369349542362,0.34718620777130127,0.39041656255722046,0.48446303606033325,0.04323040513434706,-0.04323035478591919,0.631198614457499,0.48446303606033325,0.3057923971171557,0.8332900851148138,0.8836476538866316,0.34378342048511845,cmp,0.06709530454812286,0.04492653693607343
es_0034,0.4977173760262731,0.5581861358291419,0.4955876900872817,0.5022826194763184,0.4418138265609741,0.5044122934341431,-0.06046875980286881,0.06046879291534424,0.5279517559277075,0.5044122934341431,0.2663053560300779,1.0022800247173702,0.9400147490022247,0.46667774990497135,fine,0.0999110085326746,0.047617994797470205
es_0035,0.5783809326904878,0.4392932712976178,0.457497666659332,0.4216190576553345,0.5607067346572876,0.5425022840499878,0.13908766139287004,-0.13908767700195312,0.5088371019940529,0.5425022840499878,0.27604529004115025,0.9182799870513483,1.0589681097203847,0.4522935476266645,cmp,0.10735618501334436,0.04617270415276937
es_0036,0.6054564121060599,0.7838242890675315,0.4412012566499708,0.39454352855682373,0.21617567539215088,0.5587986707687378,-0.1783678769614716,0.17836785316467285,0.6946403505867957,0.5587986707687378,0.3881641045702315,0.8883057895724196,0.6575343503307928,0.08889112276505655,fine,0.032623733459776434,0.023851732632152664
es_0037,0.49697321758314494,0.44283068636284195,0.4764850351796835,0.5030267238616943,0.5571693181991577,0.5235148668289185,0.05414253122030299,-0.05414259433746338,0.46990195197299345,0.5235148668289185,0.2460006578097905,1.0030222155235196,1.0556223885814078,0.5068706936650466,cmp,0.12001348655570182,0.047849591701935
es_0038,0.6332392194757459,0.6588239899892341,0.5278546129008694,0.3667607307434082,0.34117603302001953,0.4721453785896301,-0.025584770513488175,0.025584697723388672,0.64603160473249,0.4721453785896301,0.3050208365972878,0.8564587328345181,0.8260460156804414,0.3332861638735481,fine,0.0621723492165225,0.044644997282951536
es_0039,0.41942526821865717,0.2981394571126368,0.28293844340291574,0.5805746912956238,0.7018604874610901,0.7170615196228027,0.12128581110602038,-0.12128579616546631,0.358782362665647,0.7170615196228027,0.25726902618688835,1.0775664543603267,1.1847873588854354,0.44284438379600977,cmp,0.18785446852510918,0.04698726292123212
es_0040,0.4783817332711437,0.4825853491579098,0.35958175118361946,0.5216182470321655,0.5174146294593811,0.6404182314872742,-0.004203615886766099,0.004203617572784424,0.48048354121452674,0.6404182314872742,0.30771041972335,1.0213895111355475,1.0172656003641234,0.3836432169324378,fine,0.1309949784203774,0.046442962770995
es_0041,0.3961477685434128,0.4950013909089368,0.2853460468717358,0.6038522124290466,0.5049985647201538,0.7146539092063904,-0.09885362236552397,0.09885364770889282,0.4455745797261748,0.7146539092063904,0.3184316152443053,1.09895607870068,1.004986178105016,0.3569215467477042,fine,0.15002055420581195,0.04511666589390616
es_0042,0.684722532157932,0.6369268036602113,0.6953506738677707,0.31527745723724365,0.3630731701850891,0.304649293422699,0.047795728497720735,-0.04779571294784546,0.6608246679090717,0.304649293422699,0.2013197681547884,0.7940748929944429,0.8521422373521789,0.552269546726544,head,0.04558978740764916,0.04718028948873748
es_0043,0.7644772418730696,0.37899691995436435,0.4370679628246587,0.23552274703979492,0.6210030913352966,0.562932014465332,0.3854803219187053,-0.3854803442955017,0.571737080913717,0.562932014465332,0.32184910670328726,0.6863275575509564,1.1144533009916886,0.38384295100227245,cmp,0.06620844153470384,0.032860060724032886
es_0044,0.6128965694203844,0.5164950632839924,0.4389745852702608,0.3871033787727356,0.48350489139556885,0.5610254406929016,0.09640150613639198,-0.09640151262283325,0.5646958163521885,0.5610254406929016,0.3168087192264244,0.8798902551791508,0.9833666017472906,0.3577940184451563,cmp,0.09198540782346934,0.04488023328736878
es_0045,0.5777244903499087,0.36386434781629573,0.3674899616960876,0.4222754240036011,0.6361355781555176,0.6325100064277649,0.21386014253361296,-0.2138601541519165,0.4707944190831022,0.6325100064277649,0.2977821810404088,0.9189945697881915,1.127950045155994,0.4108714593161135,cmp,0.126287870268492,0.0441687388814664
es_0046,0.45818609373539443,0.4051552087849528,0.4880458897749038,0.5418139100074768,0.5948446989059448,0.5119540691375732,0.053030884950441615,-0.05303078889846802,0.4316706512601736,0.5119540691375732,0.2209955464399122,1.040974453350903,1.0907289225238757,0.5501964629265368,head,0.12918887198171514,0.0475321912177904
es_0047,0.6750416401256804,0.3685669936939825,0.420542991595634,0.32495832443237305,0.6314330101013184,0.5794570446014404,0.30647464643169786,-0.3064746856689453,0.5218043169098314,0.5794570446014404,0.30236318733684436,0.8061741249560422,1.1237731143838758,0.4160621729494264,cmp,0.09354367409405476,0.03965680631075909
es_0048,0.5883234581860317,0.513760473157912,0.5435042524525511,0.4116765260696411,0.48623955249786377,0.4564957618713379,0.07456298502811975,-0.07456302642822266,0.5510419656719718,0.4564957618713379,0.2515483219425064,0.9073880557005013,0.9861435259049144,0.49330911064629984,cmp,0.08705751780538665,0.04745749348521137
es_0049,0.8050478874255742,0.4016168554115902,0.39291716734354687,0.1949520707130432,0.5983831286430359,0.6070827841758728,0.403431032013984,-0.4034310579299927,0.6033323714185822,0.6070827841758728,0.36627269582422467,0.6244231138810066,1.0939681390135727,0.27265802867328415,cmp,0.05792085793335382,0.029533820281661113
es_0050,0.491994208105424,0.49983318538584753,0.3997289504356303,0.5080057978630066,0.5001668334007263,0.6002711057662964,-0.007838977280423542,0.007838964462280273,0.4959136967456358,0.6002711057662964,0.29768266311015457,1.0079739995600836,1.0001668007029152,0.4046071924502727,fine,0.1215432973799769,0.04698067651695482
es_0051,0.5435455937226716,0.4638132485577563,0.3966062800755328,0.456454336643219,0.536186695098877,0.6033937335014343,0.07973234516491534,-0.07973235845565796,0.503679421140214,0.6033937335014343,0.303917006409635,0.9554626170367196,1.0355546836765728,0.39340423023434873,cmp,0.1178554561859326,0.04626632445994987
es_0052,0.5949998312793588,0.4605989662834005,0.6099554056586971,0.40500009059906006,0.5394010543823242,0.39004451036453247,0.13440086499595832,-0.13440096378326416,0.5277993987813797,0.39004451036453247,0.20586525806837785,0.9000001874673595,1.0386539690547567,0.5930287437623696,head,0.07873225083138735,0.044213091529731685
es_0053,0.5434277592919975,0.4538593519133212,0.4944270342639688,0.4565722346305847,0.5461406111717224,0.5055729150772095,0.08956840737867627,-0.0895683765411377,0.4986435556026594,0.5055729150772095,0.25210067599050107,0.9555859361752896,1.0451226225536203,0.4977848133939757,cmp,0.10771600154858214,0.04734923446151169
es_0054,0.6260546030947811,0.5497188182107068,0.4625581782508235,0.37394535541534424,0.45028114318847656,0.5374418497085571,0.07633578488407433,-0.07633578777313232,0.5878867106527439,0.5374418497085571,0.31595492119229,0.8648067956546354,0.9489796433952556,0.34944600038366697,cmp,0.083111204543947,0.04482464839724615
es_0055,0.2605770177132095,0.6298431421550497,0.44851758625336363,0.7394229769706726,0.37015682458877563,0.5514823794364929,-0.36926612444184015,0.369266152381897,0.4452100799341296,0.5514823794364929,0.245525514231185,1.2160781079246439,0.8604148509236114,0.5333848201466015,fine,0.09859434464051524,0.035733884052133666
es_0056,0.516524365948271,0.5331016634331589,0.3601447431947533,0.48347556591033936,0.4668983221054077,0.6398552656173706,-0.0165772974848879,0.01657724380493164,0.524813014690715,0.6398552656173706,0.3358043709143804,0.9833368029843378,0.9663315544541026,0.3267829009480153,fine,0.1123698074362232,0.04443551464074326
es_0057,0.40928141618636915,0.5152886218721475,0.5135832629804408,0.5907185077667236,0.4847114086151123,0.48641669750213623,-0.10600720568577837,0.10600709915161133,0.46228501902925834,0.48641669750213623,0.22486315226092404,1.0869393578425899,0.9845926854571413,0.5503806111603331,fine,0.11383182542588387,0.0466645346821196
es_0058,0.471498165204722,0.48510257503271775,0.5070347113740986,0.5285018682479858,0.5148974657058716,0.4929652810096741,-0.013604409827995767,0.013604402542114258,0.47830037011871984,0.4929652810096741,0.23578547636260586,1.028106837634375,1.014788081293116,0.5275840095317025,head,0.11328976999482869,0.047995674893936496
es_0059,0.7904556495801471,0.539657160080045,0.6178498284691556,0.20954442024230957,0.4603428244590759,0.38215017318725586,0.2507984895001021,-0.25079840421676636,0.6650564048300961,0.38215017318725586,0.25415142028511495,0.6473706054801273,0.959523673412965,0.46321975184503555,cmp,0.03966027202479352,0.035833837119600136
es_0060,0.6536287192613823,0.5541785270165838,0.4257847010368334,0.34637129306793213,0.4458214044570923,0.574215292930603,0.09945019224479856,-0.09945011138916016,0.603903623138983,0.574215292930603,0.3467706958626037,0.832311577161603,0.9442684713400278,0.27735126598116017,cmp,0.07716093770656413,0.04132726935482473
es_0061,0.6272377768430274,0.5118647289142693,0.5706206667255005,0.37276220321655273,0.4881352186203003,0.42937928438186646,0.11537304792875813,-0.11537301540374756,0.5695512528786484,0.42937928438186646,0.2445535093798295,0.8634375752270371,0.9880640374851528,0.5058049104307956,cmp,0.07715243901102972,0.04634297885666323
es_0062,0.3547343754035249,0.4761059753716214,0.45578675812363034,0.6452655792236328,0.5238940715789795,0.5442132353782654,-0.12137159996809649,0.12137150764465332,0.41542017538757314,0.5442132353782654,0.22607715768907763,1.1360155145036317,1.023615186120623,0.5374298604460264,fine,0.13723912574329655,0.0467491977888003
es_0063,0.39802537625347173,0.47756037186708067,0.5394877211990434,0.6019745469093323,0.5224395990371704,0.4605122208595276,-0.07953499561360894,0.07953494787216187,0.4377928740602762,0.4605122208595276,0.20160896870997327,1.0972462109722945,1.022193355616166,0.5919251813525127,head,0.1163220102719047,0.046306687816338336
es_0064,0.48154315818807747,0.364276564349291,0.41026577215031346,0.5184568166732788,0.6357234716415405,0.5897341966629028,0.11726659383878646,-0.11726665496826172,0.42290986126868424,0.5897341966629028,0.2494044072961072,1.0182895873099382,1.1275845295592777,0.4915888527980369,cmp,0.14335399280379868,0.04713672704588707
es_0065,0.28452817975657796,0.4353497962790423,0.3401547415342696,0.7154718637466431,0.5646502375602722,0.659845232963562,-0.15082161652246434,0.15082162618637085,0.3599389880178101,0.659845232963562,0.23750402540128066,1.1962205651496067,1.0626854696672552,0.4879434659033209,fine,0.1761652244572712,0.04680921382424835
es_0066,0.39301136049605445,0.7079520425755754,0.49611593583397595,0.6069886088371277,0.292047917842865,0.503883957862854,-0.314940682079521,0.3149406909942627,0.550481701535815,0.503883957862854,0.27737889850094477,1.1018063709236263,0.7642616795632561,0.4692641816072109,fine,0.07321500655768765,0.037199233609152095
es_0067,0.6200191917410869,0.41684669662447,0.5010710212533968,0.37998080253601074,0.583153247833252,0.49892890453338623,0.2031724951166169,-0.2031724452972412,0.5184329441827784,0.49892890453338623,0.2586611809151318,0.8717577739933422,1.0799567615192105,0.4930690486487301,cmp,0.09385232668669985,0.04390489037117645
