id,sim_head_fine,sim_head_cmp,sim_fine_cmp,dist_head_fine,dist_head_cmp,dist_fine_cmp,relevance_gap_fine_minus_cmp,novelty_gap_fine_minus_cmp,relevance_mean,disagreement,diverse_but_relevant_score,delta_norm_fine,delta_norm_cmp,delta_alignment_fine_vs_cmp,odd_one_out,triangle_area,triangle_thinness
en_0001,0.6126351395435823,0.5346490199813754,0.457382922369304,0.38736486434936523,0.4653509855270386,0.5426170825958252,0.07798611956220691,-0.07798612117767334,0.5736420797624788,0.5426170825958252,0.31126799177491793,0.8801873214906216,0.9647289567734816,0.36519061724786717,cmp,0.08830596292424497,0.04535595769959933
en_0002,0.4912082864147954,0.4670762583232712,0.572092710238299,0.5087916851043701,0.532923698425293,0.42790722846984863,0.024132028091524205,-0.02413201332092285,0.4791422723690333,0.42790722846984863,0.20502844181217836,1.0087534025570415,1.0323988974003495,0.5893864088772164,head,0.10144184653594919,0.04696837069145638
en_0003,0.5116066689236776,0.49161147511852454,0.5871327230880335,0.48839330673217773,0.5083885192871094,0.4128672480583191,0.019995193805153022,-0.01999521255493164,0.501609072021101,0.4128672480583191,0.20709795716643917,0.9883251803696211,1.0083536332869294,0.5859176636756523,head,0.0935342553956318,0.04707048492196762
en_0004,0.43857072699808963,0.5287311892751058,0.5730855655695152,0.5614292621612549,0.47126883268356323,0.4269144535064697,-0.09016046227701613,0.09016042947769165,0.4836509581365977,0.4269144535064697,0.20647758448076609,1.0596501998319168,0.9708437677864489,0.588851350865014,head,0.09809586288280318,0.04604426184658475
en_0005,0.3078448426011802,0.54934836676157,0.46670247637514295,0.692155122756958,0.4506515860557556,0.5332975387573242,-0.24150352416038973,0.2415035367012024,0.42859660468137506,0.5332975387573242,0.22856951439632317,1.176567173941904,0.9493699313106879,0.5456675315662404,fine,0.12014727678610991,0.042767304457642215
en_0006,0.7337424766918423,0.5337086876004682,0.4918287891020023,0.26625752449035645,0.46629130840301514,0.5081712007522583,0.20003378909137415,-0.2000337839126587,0.6337255821461553,0.5081712007522583,0.3220410900266356,0.7297362856651128,0.9657031763430542,0.3183977167599101,cmp,0.0616195318804669,0.04002863726128522
en_0007,0.6040081031091958,0.46666060760379713,0.5096586659685711,0.39599186182022095,0.5333393812179565,0.49034130573272705,0.1373474955053987,-0.1373475193977356,0.5353343553564964,0.49034130573272705,0.2624965468090922,0.889934713213058,1.0328014256343787,0.47761681360564456,cmp,0.09290029915100169,0.046093612127002706
en_0008,0.4018575064279376,0.46966915539582327,0.6037146498469753,0.5981425046920776,0.5303308367729187,0.39628541469573975,-0.06781164896788566,0.06781166791915894,0.43576333091188046,0.39628541469573975,0.17268665229961142,1.0937481369785853,1.029884308652362,0.6500052018078178,head,0.10313512748879762,0.04436130746703481
en_0009,0.41657714448265115,0.46284871297209196,0.4780314863569149,0.5834227800369263,0.5371512174606323,0.5219684839248657,-0.046271568489440806,0.046271562576293945,0.43971292872737155,0.5219684839248657,0.22951629076998867,1.0802063279923424,1.0364856844432624,0.5346514772029849,head,0.12888422348129133,0.04777124259676713
en_0010,0.6837117345573248,0.49009577759513095,0.501820446358594,0.31628817319869995,0.509904146194458,0.49817949533462524,0.19361595696219386,-0.19361597299575806,0.5869037560762279,0.49817949533462524,0.2923834170120512,0.7953467991293794,1.0098556554328628,0.4083900285338514,cmp,0.07563419427634988,0.04312194345013249
en_0011,0.5903224736267731,0.6666416183363995,0.5088484153060543,0.40967750549316406,0.3333583474159241,0.49115151166915894,-0.07631914470962631,0.07631915807723999,0.6284820459815863,0.49115151166915894,0.30867990694078196,0.9051823312164539,0.8165272581654587,0.34079591737737186,fine,0.06762996482075907,0.04439938656302608
en_0012,0.44971430107824284,0.3910738185573709,0.45241588387895115,0.5502856969833374,0.6089261174201965,0.547584056854248,0.05864048252087195,-0.05864042043685913,0.42039405981780686,0.547584056854248,0.23020108475246212,1.0490812160378782,1.1035634838491435,0.5283001804534874,head,0.1390658603109958,0.04773724588849124
en_0013,0.6738993389934644,0.4640385249845437,0.5649706136892652,0.32610058784484863,0.5359615087509155,0.43502938747406006,0.20986081400892076,-0.2098609209060669,0.5689689319890041,0.43502938747406006,0.2475182059749466,0.8075898228761129,1.0353371190249643,0.510726697854151,cmp,0.07090103806455192,0.04214163465665718
en_0014,0.6282418992948449,0.45146796559821606,0.529537085800042,0.37175798416137695,0.5485320091247559,0.4704629182815552,0.1767739336966288,-0.1767740249633789,0.5398549324465305,0.4704629182815552,0.25398172696748655,0.8622738552283197,1.0474082627149588,0.4980632739955343,cmp,0.08621110348690927,0.04457211561784441
en_0015,0.7328736862708392,0.5620427854071914,0.5977695933369169,0.26712632179260254,0.43795716762542725,0.4022303819656372,0.17083090086364772,-0.1708308458328247,0.6474582358390153,0.4022303819656372,0.26042737350832473,0.7309258700157787,0.9359030020176332,0.44271871457403866,cmp,0.052719726786359035,0.042996357986314133
en_0016,0.6102971363840297,0.5702553729067732,0.6412955615982765,0.38970285654067993,0.4297446012496948,0.3587043881416321,0.04004176347725652,-0.04004174470901489,0.5902762546454015,0.3587043881416321,0.21173468275711294,0.8828395818221677,0.9270864329642914,0.5629330837956967,head,0.06565742824559576,0.04730219908838804
en_0017,0.33364514498256315,0.4850595167302424,0.47392344698028427,0.6663548350334167,0.5149405002593994,0.5260764956474304,-0.15141437174767924,0.15141433477401733,0.40935233085640277,0.5260764956474304,0.21535063970204388,1.1544304699872028,1.0148305112379679,0.5592745323023814,fine,0.1332198316109072,0.045699627117594
en_0018,0.63998650313525,0.4930805499655608,0.5054770703906272,0.360013484954834,0.5069194436073303,0.49452292919158936,0.14690595316968919,-0.14690595865249634,0.5665335265504053,0.49452292919158936,0.2801638190349475,0.8485440434824226,1.0068956748684932,0.43587553136425644,cmp,0.0840576415560697,0.04534924603015964
en_0019,0.3106658342292773,0.643136871303359,0.5097731114520802,0.6893341541290283,0.3568631410598755,0.4902268648147583,-0.33247103707408165,0.33247101306915283,0.4769013527663181,0.4902268648147583,0.2337898549925492,1.1741670799087522,0.8448232107330397,0.5604746026793765,fine,0.08324043612606141,0.03526241817997059
en_0020,0.5302307602731776,0.3825315041944948,0.43661560888554896,0.4697692394256592,0.6174684762954712,0.5633843541145325,0.14769925607868284,-0.147699236869812,0.4563811322338362,0.5633843541145325,0.25711798941361885,0.969297931212919,1.1112771893686157,0.4863288518431975,cmp,0.12638957875974327,0.046389102606345746
en_0021,0.720610748803655,0.46939871331633226,0.6509246375500979,0.2793892025947571,0.5306012630462646,0.3490753173828125,0.2512120354873228,-0.25121206045150757,0.5950047310599936,0.3490753173828125,0.20770146533904227,0.7475148843954145,1.030146869804173,0.5985521779445468,cmp,0.04428880685273097,0.03296687718666351
en_0022,0.6579262800749036,0.5290139719698563,0.5490925527841884,0.3420737385749817,0.47098594903945923,0.4509074091911316,0.12891230810504728,-0.12891221046447754,0.59347012602238,0.4509074091911316,0.26760007695708576,0.8271320570804835,0.9705524488971663,0.45112550974810367,cmp,0.07308439484764254,0.04574599918707124
en_0023,0.38542627910049065,0.4109496655036424,0.5775789349053306,0.6145737171173096,0.5890503525733948,0.4224209785461426,-0.02552338640315177,0.025523364543914795,0.39818797230206654,0.4224209785461426,0.16820295290514325,1.108669221093027,1.0854034590845543,0.6491883310394203,head,0.11880632004468109,0.04493392930442441
en_0024,0.5393128749814367,0.39629490390604205,0.5858994294734647,0.4606870412826538,0.603705108165741,0.4141005277633667,0.1430179710753946,-0.14301806688308716,0.46780388944373935,0.4141005277633667,0.19371783750840812,0.9598824146931358,1.0988221840625148,0.6165420807601636,head,0.09526386853160386,0.04358026411199663
en_0025,0.4073088222132688,0.4202403701232801,0.5763488827152488,0.59269118309021,0.5797595977783203,0.4236510396003723,-0.012931547910011276,0.012931585311889648,0.41377459616827444,0.4236510396003723,0.1752960378269137,1.0887526604208422,1.076809760242467,0.6387007756271694,head,0.11573347915036328,0.04542948599552546
en_0026,0.440240001683358,0.32273557965255595,0.363116469451492,0.5597599744796753,0.677264392375946,0.636883556842804,0.11750442203080202,-0.11750441789627075,0.38148779066795696,0.636883556842804,0.24296330101271146,1.0580737198481418,1.163842274835765,0.4873524579466246,cmp,0.16595117893142625,0.047258925907288855
en_0027,0.4829336097831757,0.48861057997119145,0.523283104752136,0.5170663595199585,0.511389434337616,0.47671693563461304,-0.005676970188015773,0.005676925182342529,0.48577209487718354,0.47671693563461304,0.23157578448665744,1.0169231929863969,1.0113252889439763,0.5364813103610551,head,0.10859998124033923,0.04793547859243385
en_0028,0.5242127615328479,0.4059121527099015,0.4064765925485193,0.4757872223854065,0.5940878391265869,0.593523383140564,0.11830060882294641,-0.11830061674118042,0.46506245712137473,0.593523383140564,0.27602544292234177,0.9754867897282382,1.090034721731467,0.4479875813983909,cmp,0.12943059165790446,0.046778291332014055
en_0029,0.4167095469177575,0.5369968438749565,0.47314603343849637,0.5832904577255249,0.4630030393600464,0.5268539190292358,-0.12028729695719897,0.12028741836547852,0.476853195396357,0.5268539190292358,0.25123197479618464,1.0800837496067073,0.9622922177021319,0.49977057844673184,fine,0.11591979509828601,0.04684020231277197
en_0030,0.6230879501690485,0.4132082015891747,0.4021369688650077,0.376911997795105,0.5867916941642761,0.597862958908081,0.2098797485798738,-0.20987969636917114,0.5181480758791116,0.597862958908081,0.3097815417976146,0.8682304415660064,1.083320634356076,0.38895569450806833,cmp,0.1057813986352878,0.04337987076512122
en_0031,0.32277804140543837,0.4698955827476339,0.4731498553134071,0.677221953868866,0.530104398727417,0.5268501043319702,-0.1471175413421955,0.14711755514144897,0.39633681207653615,0.5268501043319702,0.20881009079312354,1.163805790151056,1.0296644281049683,0.5678540624188768,head,0.1373888784167641,0.04568409292061382
en_0032,0.4594532922328669,0.614206577183795,0.42160927710568064,0.5405466556549072,0.3857933282852173,0.5783907175064087,-0.1547532849509281,0.15475332736968994,0.536829934708331,0.5783907175064087,0.3104974511148701,1.0397564212517596,0.8784001625867391,0.3809711447702866,fine,0.10081360846179387,0.04452476087390178
